,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,COMPREHENSIVE PHARMACEUTICAL PROCUREMENT CONTRACT MANAGEMENT FOLLOW UP SHEET,,,,,,,,,,,Performance Guarantee follow up & Status,,,,,,,,,,,,Bank and Insurance Team,,,,,Shipment Follow Up and Port Clearance Team,,,Remark,
S.N,Recevied date from TMD,Tender reference number,PO No,Supplier,Country of Origin,Local A.,Discription of the product,Unit,Qauntity,Unit Price,Total price,Total PO Amount,Currency,Budget Source,Mode of Shipment,PO Transferred to BIT/LT Date,PG Requested Date,PG received Date,PG Confirmed Date,Bank/Insurance Name,PG Reference ,PG Expiry Date,Remaining Days for PG Expiry,Submit PG,Status,Satus Date,PG Receiver name,BI Officer,LC Opening Status,LC Opened Date,LC Expiry Date,LC Age (Days),Shipment Officer,Shipment Status,Order Closure,,
41,7/29/2025,EPSA-ICB-G-0078-2017(Lot 1),4500004087,Guangzhou Double One Latex Products,China,Empire Business PLC,Condom (Male) of 144 pieces,PAC,"256,944,000",4.4784,"1,150,698,009.60","1,150,698,009.60",USD,GF-HIV,Sea,7/29/2025,7/30/2025,9/29/2025,9/29/2025,Awash bank,AA00044413,9/28/2026,72,61,,,,Mulugeta,Opened,10/10/2025,1/7/2026,281,Efa,,,"3,448.37 
USD (EFDA sample)
2 batches Failed EFDA test",
42,7/28/2025,PO7531,7531/4500005798,Kopran Limited,India,Ethio Spydra PLC,Doxycycline - 100mg # Capsule of 20x10,PAC,"195,663,000",3.14,"614,381.82","614,381.82",USD,RDF,,,7/29/2025,9/17/2025,9/18/2025,CBE,AA0006054,8/23/2026,36,50,,LC Expired,,Dejene,Opened,10/16/2025,1/13/2026,275,Semira,Full Delivered,,,
43,7/29/2025,EPSA-ICB-G-0061-2017-BID(FW),4500004620,SEVATTO PHARMA,India,Leyan pharmaceuticals,Gentamicin - 10mg/ml 2ml Injection of 50,PAC,"66,746",2.5,"166,865.00","166,865.00",USD,MOH,,7/30/2025,7/30/2025,11/27/2025,11/28/2025,CBE,MD2530811412,10/27/2026,120,120,Released,6/29/2026,Mulugeta Chernt,Dejene,Opened,12/9/2025,3/8/2026,221,Hirkisa,37.50 USD Remain,,,
44,7/29/2025,EPSA-ICB-G-0078-2017(Lot 2),4500004088,Guangzhou Double One Latex Products,China,Empire Business PLC,Condom (Male) of 144 pieces,PAC,"256,945",4.4784,"1,150,702.49","1,150,702.49",USD,GF-HIV,,8/26/2025,7/30/2025,9/29/2025,9/29/2025,Awash bank,AA00044413,9/28/2026,72,61,,,,Mulugeta,Opened,5/20/2026,8/17/2026,59,Efa,,,"Budget transferred to Other POs-4500006863, 4500006843 Remain Budget 1,077,485.74",
45,7/29/2025,EPSA-ICB-G-0078-2017(Lot3),4500004089,Guangzhou Double One Latex Products,China,Empire Business PLC,Condom (Male) of 144 pieces,PAC,"263,055",4.4784,"1,178,065.51","1,178,065.51",USD,GF-HIV,,3/19/2026,7/30/2025,9/29/2025,9/29/2025,Awash bank,AA00044414,9/28/2026,72,61,,,,Mulugeta,Opened,5/20/2026,8/17/2026,59,,,,,
46,7/29/2025,EPSA-ICB-G-0062-2017-BID,4500004666,SEVATTO PHARMA,India,Leyan pharmaceuticals,Sodium Stibogluconate - 100mg/ml Injection of 30ml,PAC,"17,799",4.49,"79,917.51","79,917.51",USD,MOF,,8/26/2025,8/20/2025,11/27/2025,11/28/2025,CBE,MD2530877011,10/27/2026,120,99,Released,6/29/2026,Mulugeta Chernt,Dejene,Opened,12/9/2025,3/8/2026,221,Hirkisa,Full Delivered,,,
47,7/29/2025,ICB/EPSS6/SDG and RDF/MD/19/24,4500004546,Wise team FZC,Utd Arab Emir,Wise team FZC,Pump - Infusion,EA,406,225,"91,350.00","91,350.00",USD,MOF,,7/30/2025,7/30/2025,8/20/2025,8/21/2025,Hibret Bank,HB/111/PB/4989/25,8/5/2026,54,21,Released,6/12/2026,Beniyam Assegid,Yordanos,Opened,9/22/2025,12/20/2025,299,Abush,Full Delivered,,,
48,7/29/2025,EPSA-ICBG-0010-2017(Lot),4500005375,Macleods pharmaceuticals Ltd,India,Lifecare pharmaceutical trading,Tenofovir disoproxil fumarate (TDF) 300mg tablet of 30,PAC,"251,891",1.61,"405,544.51","405,544.51",USD,GF-HIV,,,7/30/2025,8/20/2025,8/21/2025,Awash bank,AA00043773,8/15/2026,28,21,,,,,,,,"46,221",,,,"Hold by MOH-Lot3 (Reprogramed 10933 10936,10939,& 11286",
49,7/29/2025,EPSA-ICB-G-0010-2017(S.From 2916,4500003757,Macleods pharmaceuticals Ltd,India,Lifecare pharmaceutical trading,Tenofovir disoproxil fumarate (TDF) 300mg tablet of 30, ,"251,891",1.61,"405,544.51","405,544.51",USD,GF-HIV,,8/26/2025,7/30/2025,8/20/2025,8/21/2025,Awash bank,AA00043775,8/14/2026,27,21,,,,Mulugeta,Opened,9/18/2025,12/16/2025,303,Efa,30 PAC  48.30 USD Remain,,,
50,7/30/2025,EPSA-ICB-G-0010-2017(S.From 2916,4500004982,Macleods pharmaceuticals Ltd,India,Lifecare pharmaceutical trading,Tenofovir disoproxil fumarate (TDF) 300mg tablet of 30,PAC,"251,891",1.61,"405,544.51","405,544.51",USD,GF-HIV,,8/26/2025,,8/20/2025,8/21/2025,Awash bank,AA00043774,8/14/2026,27,ENTER DATE,,,,Mulugeta,,,,"46,221",,,,Hold by MOH-Lot2,
51,7/30/2025,EPSA-NCB-G-0019-2017-BID,4500004309,Julphar Ethiopia,Ethiopia,Julphar Ethiopia,ALBE Albendazole - 100mg/5ml - Oral Suspension of 20ml,BT,"231,134",35,"8,089,690.00","30,476,339.00",ETB,RDF,,7/30/2025,7/30/2025,7/25/2025,8/5/2025,Hibret Insurance,GU/25/7512/2025/00004,7/24/2026,11,-5,Released,7/13/2026,Selamawit Tsegay,,,,,"46,221",Eyob,Full Delivered,Closed,,
,,,,,,,CHLO Chlorpheniramine Maleate - 4mg -Tablet of 10x10,PAC,"39,776",99,"3,937,824.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PARA Paracetamol 120mg/5ml # Syrup of 60ml,BT,"434,090",42050,"18,253,484,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,
52,7/30/2025,EPSA-ICB-G-0012-2017-BID,4500005894,Sansheng Pharmaceutical plc,Ethiopia,Sansheng Pharmaceutical plc,POTA Potassium Chloride - 150mg/mlin 10ml Ampoule - Injection of 10,PAC,"36,852",130,"4,790,760.00","4,790,760.00",ETB,RDF,,7/30/2025,7/30/2025,8/4/2025,8/5/2025,Nib insurance company,P/021/59/02/2025/07/00012,7/23/2026,212,5,Released,12/23/2025,Fikir Getachewe,,,,,"46,221",Eyob,Full Delivered,,,
53,7/30/2025,EPSA-ICB-G-0061-2017-BID(FW),4500004658,Naari PTE Limited,India,Life Care pharmaceutical Trading,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet of Cycle,CYC,"207,500",0.23,"47,725.00","227,725.00",USD,MOF,,7/31/2025,7/30/2025,8/29/2025,8/2/2025,Awash Bank,AA00041811,8/11/2026,56,30,,6/16/2026,,Selamawit,Opened,9/17/2025,12/15/2025,304,Hirkisa,,,,
,,,,,,,Levonorgestre(D-Norgestrel) + Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg + 75mg)  - Tablert of Cycle,CYC,"1,000,000",0.18,"180,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
54,7/30/2025,EPSA-ICB-G-0061-2017-BID(FW),4500004657,Naari PTE Limited,India,Life Care phaemaceutical Trading,Misoprostol - 200mg - Tablet of 4,PAC,"186,407",2.96,"551,764.72","365,180.93",USD,SDG,,7/31/2025,7/30/2025,8/29/2025,9/2/2025,Awash Bank,AA00041810,8/11/2026,56,30,Confiscated,6/16/2026,,Selamawit,Opened,9/17/2025,12/15/2025,304,Hirkisa,,,"Cancel and confiscate PG because only delivered 8%(54,603.12 USD)
 of PO amount (675,185.39 USD)",
,,,,,,,Levonorgestre(D-Norgestrel) + Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg + 75mg)  - Tablert of Cycle,CYC,"1,722,247",0.18,"310,004.46","310,004.46",,,,,,,,,,,,,,,,,,,,,,,,,
55,7/30/2025,EPSA-ICB-G-0012-2017-BID,4500005893,Humanwell Pharmaceutical Ethiopia plc,Ethiopia,Humanwell Pharmaceutical Ethiopia plc,Carbimazole 5mg tablet of 10x10,PAC,"12,240",500,"6,120,000.00","16,819,920.00",ETB,RDF,,7/30/2025,7/30/2025,7/22/2025,8/5/2025,Bunna Insurance,G/ARK/1307/000742/2025,7/22/2026,169,-8,Released,2/3/2026,Sentayehu Degefa,,,,,"46,221",Eyob,Fully Delivered,,,
,,,,,,,Morphine Sulfate - 20mg/5ml # Syrup of 125ml,BT,"25,476",420,"10,699,920.00",,,,,,,,,,,,,,,,,,,,,,,,,,
56,7/30/2025,ICB/__19/24(Split from 4565),4500006073,Wise Team,UAE,Wise Team,Slit Lamp,EA,34,2700,"91,800.00","247,860,000.00",USD,SDG,,,8/5/2025,8/20/2025,,Hibret bank,HB/111/PB/5106/25,05/08/2026,-4,,Released,5/12/2026,Beniyam Asseged,Mahider,Opened,12/4/2025,3/4/2026,226,Abush,Fully Delivered,,Budget from 4500004565,
57,7/29/2025,EPSA-NCB-G-0019-2017-BID,4500004295,Julphar Ethiopia,Ethiopia,Julphar Ethiopia,PARA Paracetamol 500 mg Tablet of 100x10,PAC,"70,288,000",929,"65,297,552,000.00","65,297,552,000.00",ETB,RDF,,8/6/2025,7/31/2025,7/25/2025,8/5/2025,Hibret Insurance,GU/25/7512/2025/00003,7/24/2026,38,-6,Released,6/16/2026,Selamawit Tsegay,,Local,,,"46,221",Eyob,Full Delivered,,,
58,7/31/2025,ICB/EPSS6/SDG and RDF/MD/19/24,4500004581,Ningbo David Medical Device Co.Ltd,China,ABH partners PLC,"RMAP Resuscitator - Manual, Adult and pediatric",SET,"5,000,000",55,"275,000,000.00","275,000,000.00",USD,MOF,,7/31/2025,7/31/2025,9/16/2025,9/18/2025,CBE,MD2524429400,8/20/2026,33,47,,,,Abdulfetah,Opened,10/10/2025,1/7/2026,281,Abush,Full Delivered,,,
59,7/31/2025,ICB/EPSS6/SDG and RDF/MD/19/24,4500004584,Ningbo David Medical Device Co.Ltd,China,ABH partners PLC,"RMAP Resuscitator - Manual, Adult and pediatric",SET,100,55,"5,500.00","5,500.00",USD,SDG,Sea,7/31/2025,8/1/2025,9/16/2025,9/18/2025,CBE,MD2524429400,8/20/2026,20,46,,,,Abdulfetah,Opened,10/28/2025,1/24/2026,,Abush,Fully Delivered,,,
60,8/4/2025,ICB EPSS6/SGD and RDF/MD/19/24,4500004529,Phoenix Medical Systems Private Limited,India,YS Panacea Trading,CPAP Machine,EA,406,"3,890.00","1,579,340.00","3,063,380.00",USD,MOF,,8/4/2025,8/5/2025,9/9/2025,9/9/2025,CBE,MD2524879511,8/7/2026,20,35,,,,Selamawit,Opened,11/21/2025,2/18/2026,239,Nebiyu,Fully Delivered,,LC extended,
,,,,,,,"Warmer - Radiant,Infant",EA,996,"1,490.00","1,484,040.00",,,,,,,,,,,,,,,,,,,,,,,,,,
61,8/4/2025,EPSA-ICB-G-0015-2017-BID,4500005809,Sterilance (Suzhou),China,GEZ Chemicals and pharmaceuticals PLC,Surgical Scalpel Blade - No.10 of 100 Pieces,PAC,"5,998",2.08,"12,475.84","15,069.60",USD,RDF,,8/4/2025,8/6/2025,9/24/2025,9/29/2025,Lion Insurance Bank S.C,LR/AHG/PPG/57/25,9/18/2026,185,49,Released,3/17/2026,Solomon G/silase,Gebresillassei,Opened,10/9/2025,1/6/2026,282,Abush,Full Delivered,,,
,,,,,,,Surgical Scalpel Blade - No.11 of 100 Pieces,PAC,"1,247",2.08,"2,593.76",,,,,,,,,,,,,,,,,,,,,,,,,,
62,8/4/2025,EPSA-ICB-G-0015-2017-BID,4500005935,Care Pharma FZ LLC,Utd Arab Emir,Life care pharmaceuticals trading,,PAC,"2,019",5.36,"10,821.84","10,821.84",USD,RDF,,8/4/2025,8/4/2025,8/11/2025,8/13/2025,Awash Bank,AA00041809,8/7/2026,20,7,,,,Dejene,Opened,9/12/2025,12/10/2025,309,,48.24 USD Remain,,,
,,,,,,,CASU Cathete Suction - 14CH of 100 pieces,PAC,"3,967",5.36,"21,263.12","21,263.12",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CASU Catherter Suction - 8CH of 100 pieces,PAC,"2,590",5.36,"13,882.40","13,882.40",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,UMCL Umblical Clamp Sterile - 5.3cm,EA,"240,049",0.02,"4,800.98","4,800.98",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,HEME Hernia mesh 11cm x6cm,EA,"79,800",0.99,"79,002.00","79,002.00",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,HEME Hernia mesh 15cm x 15cm,EA,"80,895",2.25,"182,013.75","182,013.75",,,,,,,,,,,,,,,,,,,,,,,,,
63,8/4/2025,EPSA-ICB-G-0012-2017-BID,4500006048,Neon Laboratory Ltd,India,Neon Laboratories Limited,FENT Fentanyl 50 Mcg/ml in 2ml injection of 5,PAC,"14,772,000",1.35,"19,942,200.00","19,942,200.00",EUR,RDF,,8/8/2025,8/8/2025,8/14/2025,8/19/2025,hIBRET bANK,hb/died/0997/25,7/23/2026,5,6,,,,Selamawit,Opened,8/28/2025,11/25/2025,324,Sagni,Full Delivered,,,
64,8/4/2025,EPSA-ICB-G-0012-2017-BID,4500005934,Care Pharma FFZ LLC,Utd.Arab Emir,Life Care pharmaceuticals trading,Oxygne nasal cannula (prongs) - Adult,EA,"34,944",0.22,"7,687.68","43,",,RDF,,8/4/2025,8/4/2025,8/27/2025,8/29/2025,Awash Bank,AA00041817,8/26/2026,39,23,,,,Dejene,Opened,9/12/2025,12/10/2025,309,Amanuel,Cleared to WH,,The supplier said unable to supply Tracheostomy Tube 2.0 mm wtih 90 curvature armoure with low pressure Cuff Universal inflation funnel and pilot balloon due to global unavailability of the item,
,,,,,,,Oxygne nasal cannula (prongs) - Pediatric,EA,"26,056",0.22,"5,732.32","5,732.32",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Oxygen Nasal Cannula (prong) -Neonatal,EA,"21,150",0.24,"5,076.00","5,076.00",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tracheostomy Tube - 6.5 mm with 90 curvature armoured with low pressure cuff Universal inflation funnel and pilot balloon,EA,717,2.76,"1,978.92","1,978.92",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tracheostomy Tube - 7.5 mm with 90 curvature armoured with low pressure cuff Universal inflation funnel and pilot balloon,EA,"3,408",2.18,"7,429.44","7,429.44",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tracheostomy Tube - 0.6 mm with 90 curvature armoured with low pressure Cuff Universal inflation funnel and pilot balloon,EA,"1,107",2.76,"3,055.32","3,055.32",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tracheostomy Tube 2.0 mm wtih 90 curvature armoure with low pressure Cuff Universal inflation funnel and pilot balloon,EA,"1,020",2.76,"2,815.20","2,815.20",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tracheostomy Tube 3.0 mm wtih 90 curvature armoure with low pressure Cuff Universal inflation funnel and pilot balloon,EA,524,2.76,"1,446.24","1,446.24",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tracheostomy Tube 4.5 mm wtih 90 curvature armoure with low pressure Cuff Universal inflation funnel and pilot balloon,EA,675,2.76,"1,863.00","1,863.00",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tracheostomy Tube 7.0 mm wtih 90 curvature armoure with low pressure Cuff Universal inflation funnel and pilot balloon,EA,"2,759",2.18,"6,014.62","6,014.62",,,,,,,,,,,,,,,,,,,,,,,,,
65,8/4/2025,ICB/EPSS6/SDG and RDF/MD/19/24,4500006067,Rise GLOBAL GMBH,Germany,EMA Construction & Trading PLC,Electro Surgical Unit,EA,35,"7,113.60","248,976.00","248,976.00",USD,RDF,,10/3/2025,8/4/2025,10/9/2025,10/10/2025,Berhan Bank,BrB/ATB/623/25,10/1/2026,75,66,,,,Gebresillassei,,,,"46,221",,Full Delivered,,,
66,8/4/2025,ICBEPSS6/..19/24(Split from 4556),4500006065,Rise GLOBAL GMBH,Germany,EMA Construction & Trading PLC,General Anesthesia Machine,EA,27,"12,720.00","343,440.00","343,440.00",USD,SDG,,10/2/2025,10/21/2025,11/6/2025,11/7/2025,Berhan Bank,BrB/ATB/701/25,10/29/2026,103,16,,,,Mulugeta,Opened,12/4/2025,12/3/2025,226,Abush,,,Transfered from -4500004556,budget from 4500004556
67,8/4/2025,ICB/EPSS6/-/19/24(Split from4556),4500006066,Rise GLOBAL GMBH,Germany,EMA Construction & Trading PLC,ELUD Electosurgical unit - Dermatology,EA,14,"6,345.60","88,838.40","280,905.60",USD,SDG,,10/2/2025,10/21/2025,11/6/2025,11/7/2025,Berhan Bank,BrB/ATB/702/25,10/29/2026,103,16,,,,Mulugeta,Opened,12/3/2025,12/3/2025,227,Abush,,,,budget from 4500004556
,,,,,,,ELSU Electro Surgical Unit,EA,27,"7,113.60","192,067.20",,,,,,,,,,,,,,,,,,,,,,,,,,
68,8/4/2025,ICB/FW/EPSA6/GF/OI/PH/03/22,4500005225,Leben,India,DAT International Trading P.L.C,Sulphamethoxazole + Trimethoprim - (200mg + 40mg)5ml - suspension of 100ml,BT,"65,088",0.28,"18,224.64","18,224.64",USD,GF-HIV,,8/11/2025,8/12/2025,8/15/2025,8/16/2025,Bunna Bank,48252,8/7/2026,20,3,,,,Dejene,Opened,9/2/2025,11/30/2025,319,Efa,Full Delivered,,,
69,8/4/2025,Split From 4565,4500006076,Wise Team FZC,Utd.Arab Emir,Wise Team FZC,PUIN Pump Infusion,EA,54,225,"12,150.00","12,150.00",USD,SDG,,8/4/2025,8/5/2025,8/20/2025,8/21/2025,Hibret Bank,HB/111/PB/4991/25,8/5/2026,18,15,,,,Mahider,Opened,12/4/2025,3/3/2026,226,Adisu,Full Delivered,,540 of infusion pump tubes had been missed,Budget from 4500004565
70,8/4/2025,EPSA-ICB-G-0012-2017-BID,4500006033,M.J Biopharm Pvt Ltd,India,Elpis pharmaceuticals Import PLC,INSS Insulin isophane Human - 100IU/ml in 10ml Vial - Injection(Suspension) of 10ml,VI,"1,544,488",1.53,"2,363,066.64","2,363,066.64",USD,RDF,,8/4/2025,8/5/2025,9/20/2025,9/25/2025,Awash Bank,AA00044495,8/8/2026,21,46,,,,Yordanos,Opened,10/1/2025,12/29/2025,290,Tesfaye,Full Delivered,,,
71,8/4/2025,EPSA-ICB-G-0012-2017-BID,4500005892,RISE GLOBAL GMBH,Germany,EMA Construction & Trading PLC,ADRE Adrenaline (Epinephrine) 0.1% in 1ml ampoule # Injection of 10,PAC,"78,976",0.69,"54,493.44","54,493.44",USD,RDF,,8/6/2025,8/4/2025,8/20/2025,8/21/2025,Berhan Bank,BrB/ATB/498/25,8/15/2026,169,16,Released,2/27/2026,Israel,Selamawit,Opened,9/3/2025,12/1/2025,318,Tesfaye,Full Delivered,,,
72,8/4/2025,ICB/EPSS6/RDF-R/PH/27/23(1stLot),4500005863,Medicamen Biotech Limited,India,Medicamen Biotech Limited,CLOT Clotrimazole - 100mg - Tablet (Vaginal) wiyh applicator of 6,PAC,"98,512",0.15,"14,776.80","14,776.80",USD,RDF,,8/6/2025,8/5/2025,9/5/2025,9/8/2025,Awash Bank,AA 00044453,7/31/2026,13,31,,,,Abdulfetah,Opened,9/18/2025,12/16/2025,303,Semira,Full Delivered,,,
73,8/5/2025,EPSS6/DT/LOCAL/RDF-R/PH/13/23,4500005786,Kilitch Estro Biotech PLC,Ethiopia,Kilitch Estro Biotech PLC,CEFT Ceftazidime - 1g in vial - powder dor Injection wtih Diluent,VI,"270,500,000",43.5,"11,766,750,000.00","225,035,682.00",ETB,RDF,Truck,8/9/2025,Local,,,,,,"-46,221",ENTER DATE,Released,,,,Local,,,"46,221",Eyob,Full Delivered,Closed without shipment,Due to Micro Economic change EPSS was not volunteer to pay the difference,
,,,,,,,Ceftriaxone - 1g in vial - poeder for Injection with Diluent,VI,"5,564,988",23,"127,994,724.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CEPH Cephalexine - 500mg - capsule of 10x10,PAC,"170,208",501,"85,274,208.00",,,,,,,,,,,,,,,,,,,,,,,,,,
74,8/5/2025,EPSA-ICB-G-0061-2017-BID(FW),4500004616,Rise GLOBAL GMBH,Germany,EMA Construction & Trading PLC,TETR Tetracycline - 1% - Eye Ointment of 4 gm,TU,"937,502",0.109,"102,187.72","102,187.72",USD,MOH,,8/6/2025,8/6/2025,9/5/2025,9/8/2025,Berhan Bank,BrB/ATB/522/25,8/25/2026,38,30,,,,Selamawit,Opened,10/9/2025,1/6/2026,282,Hirkisa,Fully deliverd,,,
75,8/5/2025,EPSA-ICB-0061-2017-BID(FW),4500004617,Rise GLOBAL GMBH,Germany,EMA Construction & Trading PLC,IUCD (Iterauterine contraceptive Device) Long acting (CU380A)-,PAC,"32,935",0.3948,"13,002.74","13,002.74",USD,MOF,,8/6/2025,8/6/2025,8/20/2025,8/21/2025,Berhan Bank S.c,CORCR/061/1433/25,8/15/2026,28,14,,,,Selamawit,Opened,9/3/2025,12/1/2025,318,Abdulkerim,Fully deliverd,,,
76,8/7/2025,ICB/EPSA6/SDG and RDF/MD/1924,4500004540,Fenway Trading Co.Ltd,Taipei Trading Co.Ltd,Strachain Medical PLC,"CYOX Cylinder - Oxygen, 40L",EA,154,157,"24,178.00","24,178.00",USD,SDG,,8/9/2025,8/8/2025,10/23/2025,10/23/2025,Berhan Bank,BrB/GMB/PG/039/25,10/21/2026,110,76,Released,4/27/2026,Gelane,Yordanos,Opened,11/18/2025,1/18/2026,242,Nebiyu,Fully deliverd,,,
77,8/7/2025,ICB/EPSA6/SDG and RDF/MD/1924,4500004535,Fenway Trading Co.Ltd,Taipei Trading Co.Ltd,Strachain Medical PLC,"CYOX Cylinder - Oxygen, 40L",EA,168,157,"26,376.00","26,376.00",USD,MOF,,8/9/2025,8/7/2025,10/23/2025,10/23/2025,Berhan Bank,BrB/GMB/PG/038/25,10/21/2026,95,77,,,,Yordanos,Opened,11/19/2025,1/16/2026,241,Nebiyu,Full Delivered,,,
78,8/7/2025,ICB/EPSA6/SDG and RDF/MD/1924,4500006128,Fenway Trading Co.Ltd,Taipei Trading Co.Ltd,Strachain Medical PLC,"Light - Phototherapy,Infant",EA,912,429,"391,248.00","391,248.00",USD,MOF,,8/9/2025,8/8/2025,10/23/2025,10/23/2025,CBE,MD2529005656,10/15/2026,95,76,,,,Yordanos,Opened,3/17/2026,6/14/2026,123,Nebiyu,,,"Transferred budget is less than PO amount

",
79,8/14/2025,EPSA-NCB-G-0055-2017-BID,4500006233,Ethiopian Pharmaceutical Manufacturine S.C,Ethioipa,Ethiopian Pharmaceutical Manufacturine S.C,Amoxicillin-500mg-Capsule of 50x10,box,"307,823","2,349.00","723,076,227.00","723,076,227.00",ETB,RDF,Truck,8/14/2025,,8/7/2025,45878,Nile Insurance company S.C,P/28/1702/25-26/1/00003,46239,89,ENTER DATE,,,,,Local,,,"46,221",Eyob,,,,
80,8/14/2025,EPSA-NCB-G-0055-2017-BID,4500006196,Ethiopian Pharmaceutical Manufacturine S.C,Ethioipa,Ethiopian Pharmaceutical Manufacturine S.C,Amoxicillin-500mg-Capsule of 50x10,box,"307,824","2,349.00","723,078,576.00","753,935,448.00",ETB,RDF,Truck,8/14/2025,,8/7/2025,45878,Nile Insurance company S.C,P/28/1702/25-26/1/00002,46239,18,ENTER DATE,,,,,Local,,,"46,221",Eyob,,,,
,,,,,,,Griseofulvin - 250mg – Tablet of 10x10,pk,"27,044",699.00,"18,903,756.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sulphur-10%-Ointment of 50gm,Tu,"123,228",97.00,"11,953,116.00",,,,,,,,,,,,,,,,,,,,,,,,,,
81,8/7/2025,ICB/EPSS6/SDG and RDF/MD/19/24,4500006041,Ambulac (Shenzhen) Tech.CoLtd,China,ECF Medical device Import,Defibrillator with Monitor,EA,45,"2,536.00","114,120.00","114,120.00",USD,RDF,,10/2/2025,10/2/2025,12/16/2025,12/17/2025,Awash Bank,AA 00044990,12/18/2026,18,75,,,,Mulugeta,Opened,1/1/2026,3/31/2026,198,Adisu,Full Delivered,,,
82,8/8/2025,ICB/EPSS6/SDG and RDF/MD/19/24,4500006129,Fenway Trading Co.Ltd,Taipei Taiwan,Strachain Medical PLC,"Cylinder Oxygen, 50L",EA,200,170,"34,000.00","34,000.00",USD,RDF,,10/3/2025,10/3/2025,10/15/2025,10/16/2025,ENAT BANK,EB/DJTBBG/0021/2025,10/12/2026,361,12,,,,Mulugeta,Opened,11/6/2025,2/3/2026,254,Nebiyu,Full Delivered,,,
83,8/8/2025,ICB/EPSS6/SDG and RDF/MD/19/24,4500006131,Fenway Trading Co.Ltd,Taipei Taiwan,Strachain Medical PLC,"Ultrasonic - Doppler, Fetal",EA,177,49,"8,673.00","8,673.00",USD,RDF,,10/3/2025,10/8/2025,10/15/2025,,,EB/DJTBBG/0022/2025,10/12/2026,86,7,,,,Mulugeta,Opened,11/6/2025,2/3/2026,254,Nebiyu,Full Delivered,,,
84,8/8/2025,ICB/EPSS6/SDG and RDF/MD/19/24,4500006067,Rise GLOBAL GMBH,Germany,EMA Construction & Trading PLC,Electro Surgical Unit,EA,35,"7,133.60","249,676.00","249,676.00",USD,RDF,,10/3/2025,10/3/2025,10/9/2025,,,BrB/ATB/623/25,10/1/2026,86,6,,,,Gebresillassei,Opened,10/21/2025,1/17/2026,270,Nebiyu,Full Delivered,,,
85,8/14/2025,EPSA-ICB-G-0043-2016-BID,4500005853,Rise GLOBAL GMBH,Germany,EMA Construction & Trading PLC,Calcium Carbonate - 500mg - Tablet of 10x10,PAC,"1,700",3.5,"5,950.00","5,950.00",USD,RDF,Air,8/14/2025,8/14/2025,10/16/2025,ENAT BANK,,BrB/ATB/500/25,8/15/2026,216,#REF!,Released,2/27/2026,Israel,Mahider,Opened,9/1/2025,11/29/2025,320,Tesfaye,Fully deliverd,,,
86,8/15/2025,ICB/EPSS6/MOH-SDG/Spare part/MD/05/24,4500004274,Guangdong Biolight Meditech co. ltd,China,WMG Biomedical engineering PLC,ECG Machine ECG with Spare parts,SET,1,60,60.00,286810,USD,SDG,Air,8/14/2025,8/15/2025,10/10/2025,Berhan Bank,,,8/29/2026,42,#REF!,,,,Mulugeta,Opened,10/7/2025,1/4/2026,284,Adisu,,,,
87,"45,883.00",ICB/EPSS6/MOH-SDG/Spare-part/MD/05/24,PO-4500004107,"Beijing Aeonmed Co,.ltd",China,"Beijing Aeonmed Co,.ltd","Anesthesia Machine Patient Circuit, Adult and Pediatric Spare parts",EA,2,308,616.00,"533,035.00",USD,SDG,Air,0814/2025,8/14/2025,8/21/2025,Berhan Bank,,AA00043747,8/3/2026,16,#REF!,,,,Mulugeta,Opened,9/3/2025,12/1/2025,318,,,,,
